0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	1	0	0	0	
0	0	0	0	0	1	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.256	0.2402	0	0	0	
0	0	0	0	0.2514	0.5106	0.511	0.2616	0	0	
0	0	0	0	0.243	0.476	0.499	0.2486	0	0	
0	0	0	0	0	0.2456	0.257	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.0642	0.0586	0	0	0	
0	0	0	0	0.1306	0.1858	0.1864	0.1244	0	0	
0	0	0	0.0586	0.1916	0.3772	0.3844	0.199	0.0638	0	
0	0	0	0.0562	0.1784	0.379	0.3744	0.1922	0.0642	0	
0	0	0	0	0.1204	0.1832	0.1856	0.122	0	0	
0	0	0	0	0	0.058	0.0618	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.0176	0.0128	0	0	0	
0	0	0	0	0.0462	0.0618	0.0596	0.0494	0	0	
0	0	0	0.0512	0.0924	0.1768	0.1834	0.1002	0.0456	0	
0	0	0.0148	0.0596	0.1884	0.2954	0.2896	0.1922	0.0666	0.0164	
0	0	0.0136	0.0506	0.1908	0.2866	0.2826	0.1924	0.066	0.016	
0	0	0	0.042	0.0906	0.1828	0.1828	0.0922	0.0486	0	
0	0	0	0	0.0462	0.0578	0.0592	0.048	0	0	
0	0	0	0	0	0.0156	0.0156	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0.018	0.0226	0.0216	0.0154	0	0	
0	0	0	0.0254	0.036	0.0758	0.0766	0.039	0.021	0	
0	0	0.0168	0.0406	0.123	0.1548	0.1536	0.1242	0.0416	0.0158	
0	0.0026	0.0226	0.0694	0.1604	0.221	0.2338	0.1644	0.0826	0.0238	
0	0.0034	0.0046	0.1074	0.1598	0.243	0.2426	0.154	0.08	0.0232	
0	0	0	0.0214	0.1384	0.1592	0.1544	0.1192	0.038	0.0176	
0	0	0	0	0.0426	0.075	0.0746	0.034	0.0254	0	
0	0	0	0	0.018	0.02	0.0196	0.013	0	0	
0	0	0	0	0	0.005	0.0042	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0.0122	0.0164	0.032	0.0314	0.0156	0.0104	0	
0	0	0.011	0.0168	0.0664	0.074	0.08	0.0604	0.019	0.01	
0	0.0056	0.0188	0.0558	0.1042	0.1422	0.1522	0.1024	0.0566	0.02	
0.0006	0.0064	0.007	0.117	0.152	0.1938	0.187	0.1534	0.0782	0.035	
0.0014	0.0018	0.0048	0.0532	0.2054	0.1992	0.1998	0.1404	0.0752	0.035	
