0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	1	0	0	0	
0	0	0	0	0	1	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.2434	1	0	0	0	
0	0	0	0	0.244	0.2556	0.5094	0	0	0	
0	0	0	0	0.2484	0.4956	0.2486	0.2436	0	0	
0	0	0	0	0	0.2474	0.264	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.0624	0	0	0	0	
0	0	0	0	0.1184	1.0646	0.1896	0	0	0	
0	0	0	0.059	0.1258	0.3746	0.1174	0.1852	0	0	
0	0	0	0.0546	0.1838	0.2494	0.3776	0.0682	0.061	0	
0	0	0	0	0.126	0.189	0.13	0.1276	0	0	
0	0	0	0	0	0.064	0.0718	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.0146	0	0	0	0	
0	0	0	0	0.0438	0.0156	0.0636	0	0	0	
0	0	0	0.044	1.047	0.187	0.0432	0.0996	0	0	
0	0	0.013	0.05	0.1814	0.1366	0.2702	0.0512	0.0602	0	
0	0	0.0132	0.0612	0.142	0.286	0.1374	0.1922	0.0166	0.0158	
0	0	0	0.0444	0.089	0.1384	0.1956	0.049	0.0466	0	
0	0	0	0	0.0508	0.0678	0.0468	0.0514	0	0	
0	0	0	0	0	0.0178	0.017	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0.017	0.0022	0.021	0	0	0	
0	0	0	0.0202	0.015	0.077	0.016	0.043	0	0	
0	0	0.0162	1.0206	0.1132	0.0596	0.149	0.0256	0.04	0	
0	0.003	0.0212	0.0744	0.0948	0.2328	0.0918	0.151	0.015	0.0236	
0	0.0028	0.004	0.0936	0.1624	0.1354	0.239	0.0608	0.0812	0.0048	
0	0	0	0.0228	0.1192	0.1602	0.093	0.1238	0.0132	0.0164	
0	0	0	0	0.051	0.0668	0.0834	0.0236	0.0236	0	
0	0	0	0	0.0148	0.0178	0.0184	0.0164	0	0	
0	0	0	0	0	0.0038	0.0046	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0.012	0.0042	0.0294	0.0046	0.018	0	0	
0	0	0.009	0.009	0.0598	0.0238	0.066	0.01	0.0202	0	
0	0.0062	0.0116	0.0574	0.0434	0.1524	0.044	0.098	0.0094	0.0196	
0.0002	0.0054	0.034	1.0576	0.1364	0.0966	0.1888	0.0538	0.076	0.0048	
0.001	0.0034	0.0002	0.1118	0.1136	0.201	0.0934	0.159	0.027	0.0324	
0	0	0	0.01	0.121	0.1094	0.154	0.0448	0.0616	0.0046	
