0	1	5	4	7	5	7	7	
1	1	6	4	8	5	6	7	
1	2	6	5	7	5	5	7	
1	3	5	5	7	4	4	7	
2	3	5	6	7	5	3	7	
2	4	5	7	8	5	3	6	
2	5	5	8	8	6	4	6	
3	5	6	8	7	6	5	6	
4	5	6	7	7	5	6	6	
5	5	6	6	8	5	6	5	
5	6	7	6	8	6	5	5	
5	7	7	7	8	5	5	4	
6	7	7	8	8	6	4	4	
7	7	7	9	9	6	4	5	
