0	1	5	6	7	5	7	7	
1	1	6	6	7	4	6	7	
1	2	6	7	7	5	5	7	
1	3	7	7	7	6	4	7	
2	3	8	7	7	7	3	7	
2	4	8	6	8	7	3	6	
2	5	8	7	9	7	4	6	
3	5	7	7	8	7	5	6	
4	5	7	8	8	8	6	6	
5	5	7	7	7	8	6	5	
5	6	8	7	7	9	5	5	
5	7	8	8	7	8	5	4	
6	7	8	9	8	8	4	4	
7	7	7	9	8	9	4	5	
