0	0	4	5	6	4	7	7	
0	1	4	4	6	5	6	7	
1	1	4	5	7	5	5	7	
1	2	4	6	6	5	4	7	
1	3	4	5	7	5	3	7	
2	3	4	6	6	5	3	6	
2	4	4	5	6	6	4	6	
2	5	4	4	7	6	5	6	
3	5	5	4	7	7	6	6	
4	5	5	5	7	6	6	5	
4	5	5	6	7	5	5	5	
4	5	5	5	8	5	5	4	
4	5	5	4	7	5	4	4	
5	5	6	4	7	6	4	5	
5	6	5	4	8	6	4	6	
5	7	6	4	9	6	5	6	
6	7	6	5	8	6	5	5	
7	7	6	6	9	6	5	4	
