0	1	5	4	5	5	7	7	
1	1	4	4	4	5	6	7	
1	2	4	5	5	5	5	7	
1	3	4	6	5	6	4	7	
2	3	5	6	4	6	3	7	
2	4	5	5	5	6	3	6	
2	5	5	6	4	6	4	6	
3	5	6	6	4	7	5	6	
4	5	6	5	5	7	6	6	
5	5	6	4	5	6	6	5	
5	6	6	5	6	6	5	5	
