0	1	5	6	7	5	7	7	
1	1	5	7	7	4	6	7	
1	2	4	7	7	5	5	7	
1	3	4	6	7	4	4	7	
2	3	5	6	8	4	3	7	
2	4	5	5	7	4	3	6	
2	5	4	5	7	5	4	6	
3	5	5	5	8	5	5	6	
4	5	5	6	9	5	6	6	
5	5	5	7	8	5	6	5	
5	6	4	7	8	4	5	5	
5	7	3	7	9	4	5	4	
6	7	2	7	8	4	4	4	
7	7	2	8	8	3	4	5	
