0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	1	0	0	0	
0	0	0	0	0	1	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.2624	1	0	0	0	
0	0	0	0	0.2444	0.2396	0.4858	0	0	0	
0	0	0	0	0.2478	0.5018	0.2552	0.2488	0	0	
0	0	0	0	0	0.2574	0.2568	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.0686	0	0	0	0	
0	0	0	0	0.129	1.0632	0.1876	0	0	0	
0	0	0	0.0586	0.116	0.374	0.126	0.1886	0	0	
0	0	0	0.0602	0.1894	0.2428	0.3602	0.0642	0.064	0	
0	0	0	0	0.129	0.1962	0.1314	0.1192	0	0	
0	0	0	0	0	0.0672	0.0646	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.018	0	0	0	0	
0	0	0	0	0.0432	0.0124	0.0652	0	0	0	
0	0	0	0.0484	1.0444	0.1986	0.0498	0.0964	0	0	
0	0	0.0172	0.0432	0.183	0.1394	0.272	0.0506	0.0614	0	
0	0	0.015	0.0574	0.1408	0.2884	0.1278	0.1802	0.0192	0.0166	
0	0	0	0.045	0.0912	0.1466	0.1854	0.0536	0.047	0	
0	0	0	0	0.0484	0.0698	0.0464	0.0456	0	0	
0	0	0	0	0	0.0174	0.015	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0.0188	0.0018	0.0202	0	0	0	
0	0	0	0.0208	0.0116	0.0836	0.0164	0.0388	0	0	
0	0	0.0158	1.0232	0.1186	0.0638	0.1572	0.0234	0.0384	0	
0	0.0054	0.015	0.0794	0.097	0.2382	0.0898	0.1554	0.0178	0.0222	
0	0.0042	0.0218	0.064	0.1484	0.1336	0.2412	0.0634	0.0732	0.0054	
0	0	0	0.0606	0.0964	0.1656	0.0926	0.1028	0.018	0.0176	
0	0	0	0	0.0508	0.067	0.0766	0.0268	0.0228	0	
0	0	0	0	0.0148	0.0194	0.0162	0.0152	0	0	
0	0	0	0	0	0.0042	0.0048	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0.0122	0.0036	0.033	0.003	0.014	0	0	
0	0	0.0102	0.0112	0.0634	0.024	0.0776	0.011	0.02	0	
0	0.0066	0.0102	0.0582	0.0458	0.1494	0.0478	0.0988	0.0082	0.0182	
0.0014	0.005	0.0364	1.047	0.1394	0.1008	0.203	0.0526	0.0732	0.0048	
0.001	0.0088	0.005	0.1062	0.0944	0.2014	0.0916	0.1466	0.028	0.0298	
