0	1	6	5	6	4	7	7	
1	1	6	4	7	4	6	7	
1	2	7	4	8	4	5	7	
1	3	6	4	7	4	4	7	
2	3	6	5	8	4	3	7	
2	4	6	4	8	5	3	6	
2	5	6	3	9	5	4	6	
3	5	5	3	8	5	5	6	
4	5	6	3	8	4	6	6	
5	5	6	4	9	4	6	5	
5	6	5	4	8	4	5	5	
5	7	5	3	8	3	5	4	
6	7	5	4	9	3	4	4	
7	7	6	4	9	4	4	5	
